course_name,enrrollment_count,course_type,institution,instructors,course_level,course_subject,language,subtitles,avg_course_effort,duration_in_weeks,course_price,verified_certificate_price
Agile Software Development,37158,Self-paced on your time,ETH Zurich,['Bertrand Meyer'],Introductory,Computer Science,English,['English'],2.5,6,Free,50.0
Diseño de sistemas de información gerencial para intranet con Microsoft Access,9144,Self-paced on your time,Universidad del Rosario,"['Claudia Alejandra Castillo Chavarro', 'Juan Manuel Sánchez Barrero']",Intermediate,Computer Science,Español,['Español'],8.0,4,Free,49.0
Essentials of Program Strategy and Evaluation,0,Self-paced on your time,Stanford University,['Paul Brest'],Introductory,Philanthropy,English,['English'],7.5,4,Free,50.0
Gestão de Projetos de Desenvolvimento,28337,Self-paced on your time,Inter-American Development Bank,"['Luiz Claudio Faria', 'Vanessa Sayos del Castillo', 'Ernesto Mondelo']",Introductory,Business & Management,Português,['Português'],3.5,10,Free,49.0
Innovation: From Plan to Product,12918,Self-paced on your time,The University of Queensland,"['Tim Kastelle', 'Anna Jenkins', 'John Steen']",Intermediate,Business & Management,English,['English'],9.0,10,Free,249.0
Introduction to Database Queries,0,Self-paced on your time,New York University,['Aspen Olmsted'],Introductory,Computer Science,English,['English'],7.0,5,Free,166.0
Climate Change: Carbon Capture and Storage,10551,Self-paced on your time,The University of Edinburgh,"['Mathieu Lucquiaud', 'Mark Wilkinson', 'MennatAllah Labib']",Introductory,Engineering,English,['English'],2.5,5,Free,49.0
Reservoir Geomechanics,5280,Self-paced on your time,Stanford University,['Mark D. Zoback'],Introductory,Energy & Earth Sciences,English,['English'],4.5,10,Free,129.0
Fundamentos de administración estratégica,0,Self-paced on your time,Universidades Anáhuac,"['Gregorio Barcala Rubio', 'Mauricio De Anda Hernández']",Intermediate,Business & Management,Español,['Español'],6.0,5,Free,49.0
IoT System Architecture: Design and Evaluation,5914,Self-paced on your time,Waseda University,"['Hironori Washizaki', 'Kenji Tei']",Introductory,Computer Science,English,['English'],4.0,3,Free,99.0
Noongar Language and Culture,10858,Self-paced on your time,Curtin University,"['Marion Kickett', 'Simon Forrest']",Introductory,Language,English,['English'],2.5,6,Free,139.0
Sorting Truth From Fiction: Civic Online Reasoning,0,Instructor-led on a course schedule,Massachusetts Institute of Technology,"['Justin Reich', 'Sam Wineburg']",Introductory,Education & Teacher Training,English,['English'],3.0,4,Free,49.0
Sustainable Food Security: Food Access,18943,Self-paced on your time,Wageningen University & Research,"['Marrit van den Berg', 'Hilde Bras', 'Jeroen Candel', 'Jessica Duncan']",Introductory,Social Sciences,English,['English'],7.0,6,Free,49.0
Bases Matemáticas: Integrales,23703,Self-paced on your time,Universitat Politècnica de Valencia,['Antonio José Guirao Sánchez'],Introductory,Math,Español,['Español'],4.5,5,Free,50.0
Epidemics II,8565,Self-paced on your time,University of Hong Kong,"['Gabriel M. Leung', 'Joseph Wu', 'Guan Yi', 'Malik Peiris']",Introductory,Medicine,English,"['English', ' 中文', ' 中文']",2.5,3,Free,139.0
Derechos humanos: Los derechos de las personas refugiadas,28398,Self-paced on your time,Amnesty International,['Amnistía Internacional'],Introductory,Humanities,Español,['Español'],4.0,3,Free,49.0
Sign Language Science: Factors Contributing to Natural Learning,0,Self-paced on your time,Georgetown University,['Ted Supalla'],Introductory,Language,English,['English'],4.0,4,Free,99.0
Big Data Analytics,43009,Self-paced on your time,University of Adelaide,"['Lewis Mitchell', 'Simon Tuke', 'David Suter']",Intermediate,Computer Science,English,['English'],9.0,10,Free,199.0
"A-level Mathematics for Year 13 - Course 1: Functions, Sequences and Series, and Numerical Methods",6594,Self-paced on your time,Imperial College London,"['Philip Ramsden', 'Phil Chaffe']",Intermediate,Math,English,['English'],3.0,7,Free,49.0
ODS en la Agenda 2030 de las Naciones Unidas: Retos de los Objetivos de Desarrollo Sostenible,16028,Self-paced on your time,Universitat Politècnica de Valencia,"['Carola Calabuig Tormo', 'María Ángeles Abellán López', 'Antonio Miguel Nogués Pedregal', 'Irene Belmonte Martín']",Introductory,Social Sciences,Español,"['English', ' Español']",3.5,6,Free,25.0
Achieving Product-Market Fit,0,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",['James Green'],Introductory,Business & Management,English,['English'],2.5,4,Free,199.0
Culture and Law: The East Asian Perspective,0,Self-paced on your time,Waseda University,['Maji C. Rhee'],Introductory,Social Sciences,English,['English'],5.0,3,Free,49.0
Fundamentals of Market Structure,32049,Self-paced on your time,NYIF,['Chris White'],Introductory,Economics & Finance,English,['English'],1.5,1,Free,25.0
Protecting Children in Humanitarian Settings,7246,Self-paced on your time,Columbia University,"['Hanna', 'Tina Fischer', 'Mark Canavera', 'Michael G. Wessells']",Intermediate,Social Sciences,English,['English'],4.0,12,Free,50.0
How to Achieve the Sustainable Development Goals,12719,Self-paced on your time,SDG Academy,['Jeffrey D. Sachs'],Intermediate,Environmental Studies,English,"['English', ' Русский']",5.0,7,Free,49.0
Aprendizaje y Enseñanza en la Era Digital,16954,Self-paced on your time,Universidad Galileo,"['Carlos Alario', 'Hoyos', 'Rocael Hernández', 'Miguel Morales', 'Mónica De La Roca']",Intermediate,Education & Teacher Training,Español,['Español'],4.5,4,Free,49.0
From Atoms to Stars: How Physics Explains Our World,15914,Self-paced on your time,National Research Nuclear University,['Andrey S. Olchak'],Intermediate,Physics,English,"['English', ' Русский']",2.5,4,Free,49.0
The Threat of Nuclear Terrorism,0,Self-paced on your time,Stanford University,['William Perry'],Introductory,History,English,['English'],3.0,5,Free,50.0
Introducción a Matemáticas para Finanzas y Negocios,0,Self-paced on your time,Tecnológico de Monterrey,['Luis A. Hernández Arámburo'],Advanced,Economics & Finance,Español,['Español'],6.5,5,Free,49.99
Ingeniería de aeropuertos: diseño del lado aire según OACI (ICAO),0,Self-paced on your time,Universitat Politècnica de Valencia,['Ignacio Despujol'],Intermediate,Engineering,Español,['Español'],4.5,7,Free,75.0
Liderazgo inclusivo,0,Self-paced on your time,Universidad Carlos III de Madrid,"['Carmen Paz', 'Aparicio', 'María José Sánchez Bueno', 'Fernando Muñoz Bullón']",Intermediate,Business & Management,Español,['Español'],4.0,5,Free,29.0
مساق اللّغة العربيّة,0,Self-paced on your time,United Arab Emirates University,['باسلة موسى جلو'],Introductory,Language,اللغة العربية,['اللغة العربية'],3.5,8,Free,49.0
"Architecture, Algorithms, and Protocols of a Quantum Computer and Quantum Internet",8330,Self-paced on your time,Delft University of Technology,"['Koen Bertels', 'Carmen G. Almudever', 'David Elkouss', 'Nader Khammassi']",Intermediate,Physics,English,['English'],7.0,6,Free,79.0
Contemporary Issues in World Politics,11426,Self-paced on your time,Università degli Studi di Napoli Federico II,"['İlter Turan', 'Mehmet Ali Tuğtan']",Introductory,Social Sciences,English,['English'],5.0,7,Free,59.0
More Fun with Prime Numbers,10604,Self-paced on your time,Kyoto University,['Tetsushi Ito'],Intermediate,Math,English,['English'],1.5,5,Free,49.0
Enterprise Selling,5020,Self-paced on your time,Queen’s University,['Jim Hamilton'],Introductory,Business & Management,English,['English'],5.0,6,Free,149.0
Climate Change: Financial Risks and Opportunities,9977,Self-paced on your time,Imperial College Business School-Imperial College London,['Charles Donovan'],Intermediate,Economics & Finance,English,['English'],6.0,4,Free,79.0
Caer o No caer. El Secreto de las Estructuras.,20939,Self-paced on your time,Universidad Carlos III de Madrid,"['Carlos Santiuste', 'José Fernández Sáez', 'Ramón Zaera', 'José Luis Pérez Castellanos']",Introductory,Engineering,Español,['Español'],2.5,8,Free,29.0
Mandarin Chinese Level 2,8784,Self-paced on your time,MandarinX,['Estella Chen'],Introductory,Language,English,['English'],7.0,6,Free,149.0
Design Thinking: Prototyping and User Testing,10769,Self-paced on your time,Rochester Institute of Technology,"['Jennifer Englert', 'Melissa Dawson']",Intermediate,Business & Management,English,['English'],10.0,6,Free,299.0
Bases Matemáticas: Derivadas,24301,Self-paced on your time,Universitat Politècnica de Valencia,"['Santiago Moll López', 'José Antonio Moraño Fernández']",Introductory,Math,Español,['Español'],3.5,5,Free,50.0
Buscar en Internet,27320,Self-paced on your time,Universitat Politècnica de Valencia,"['Jaime Busquets', 'Ana María Checa Rubio', 'Ignacio Despujol']",Introductory,Computer Science,Español,['Español'],3.5,7,Free,49.0
Big Data and Education,14909,Self-paced on your time,University of Pennsylvania,['Ryan Baker'],Advanced,Data Analysis & Statistics,English,['English'],9.0,8,Free,169.0
Model-Based Automotive Systems Engineering,13857,Instructor-led on a course schedule,Chalmers University of Technology,['Jonas Fredriksson'],Advanced,Engineering,English,['English'],15.0,7,Free,249.0
Introduction to Hyperledger Blockchain Technologies,138884,Self-paced on your time,The Linux Foundation,"['Alexandra Groetsema', 'Arianna Groetsema', 'Navroop Sahdev', 'Nathalie Salami']",Introductory,Business & Management,English,['English'],3.5,14,Free,199.0
MathTrackX: Integral Calculus,0,Self-paced on your time,University of Adelaide,"['Dr Danny Stevenson', 'Dr Brendan Harding', 'Dr Melissa Humphries', 'Dr David Butler']",Introductory,Math,English,['English'],4.5,4,Free,79.0
Solar Energy Engineering: Comprehensive Exams,0,Self-paced on your time,Delft University of Technology,"['Arno Smets', 'Miro Zeman', 'René van Swaaij', 'Olindo Isabella']",Advanced,Engineering,English,['English'],5.0,8,Free,250.0
Mercados de capital y participantes claves,7210,Self-paced on your time,NYIF,['Jack Farmer'],Introductory,Economics & Finance,Español,['Español'],1.5,2,Free,49.0
Introducción al desarrollo de videojuegos con Unity,27474,Self-paced on your time,Universitat Politècnica de Valencia,['Jordi Linares Pellicer'],Intermediate,Computer Science,Español,['Español'],3.5,6,Free,50.0
Incorporating Renewable Energy in Electricity Grids,10430,Self-paced on your time,Imperial College London,['Ajay Gambhir'],Intermediate,Energy & Earth Sciences,English,['English'],3.5,6,Free,49.0
Herramientas de la Inteligencia de Negocios,24130,Self-paced on your time,Universidad Galileo,"['Jorge Samayoa', 'Preng Biba']",Introductory,Data Analysis & Statistics,Español,['Español'],5.5,5,Free,49.0
Overview & Management of Parkinson’s Disease,0,Self-paced on your time,Salisbury University-University System of Maryland,['Mary DiBartolo'],Intermediate,Medicine,English,['English'],2.5,5,Free,49.0
Conociendo los costos,0,Self-paced on your time,Universidades Anáhuac,"['Laura Avila Rodríguez', 'Lourdes Rojas Cataño']",Intermediate,Economics & Finance,Español,['Español'],6.0,5,Free,49.0
Sprint Planning for Faster Agile Team Delivery,10654,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",['John Johnson'],Advanced,Engineering,English,['English'],2.5,4,Free,199.0
Introduction to Water and Climate,36320,Self-paced on your time,Delft University of Technology,"['Caroline Katsman', 'Herman Russchenberg', 'Hubert Savenije', 'Marcel Stive']",Intermediate,Engineering,English,['English'],7.0,10,Free,50.0
The Medieval Icelandic Sagas,11176,Self-paced on your time,The University of Iceland,"['Hjalti Snær Ægisson', 'Beth Rogers']",Intermediate,Humanities,English,['English'],2.5,6,Free,50.0
Visual Presentation,0,Self-paced on your time,Rochester Institute of Technology,['Lori Marra'],Introductory,Communication,English,['English'],5.0,3,Free,199.0
Community Engagement: Collaborating for Change,11818,Self-paced on your time,The University of Michigan,['Community Engagement Course Team'],Introductory,Social Sciences,English,['English'],3.0,6,Free,49.0
Introducción al Internet de las Cosas (IoT),6322,Self-paced on your time,Universitat Politècnica de Valencia,['Leopoldo Armesto Ángel'],Introductory,Electronics,Español,['Español'],5.5,6,Free,50.0
"Proteins: Alignment, Analysis and Structure",23560,Instructor-led on a course schedule,University System of Maryland-University of Maryland Global Campus,['James Coker'],Advanced,Biology & Life Sciences,English,['English'],9.0,8,Free,249.0
AI Applications with Watson,9173,Self-paced on your time,IBM,['Rav Ahuja'],Intermediate,Computer Science,English,['English'],3.0,3,Free,99.0
Data Analytics and Visualization in Health Care,7304,Self-paced on your time,Rochester Institute of Technology,"['Travis Masonis', 'Matthew Phillips', 'Jodi Lubba', 'Johnny Brown']",Advanced,Data Analysis & Statistics,English,['English'],9.0,8,Free,249.0
Question Everything: Scientific Thinking in Real Life,34279,Self-paced on your time,The University of Queensland,"['Noël Chan', 'Scott Jones', 'Derek McDowall', 'Anthony Mewing']",Introductory,Math,English,['English'],3.0,8,Free,59.0
Introduction to Lifestyle Medicine,9002,Self-paced on your time,Doane University,"['Amanda McKinney, MD, FACLM']",Introductory,Biology & Life Sciences,English,['English'],7.5,8,Free,79.0
"Social Work Practice with Individuals, Families, and Small Groups",16134,Self-paced on your time,The University of Michigan,['Mary Ruffolo'],Advanced,Social Sciences,English,['English'],9.0,8,Free,199.0
Gateway to Medicine: An Introduction to the Field of Medicine|走近医学,6938,Self-paced on your time,Tsinghua University,"['Ying Qiu', 'Bogen Song', 'Shuang Chao', 'Fei Wang']",Introductory,Medicine,中文,"['English', ' 中文']",2.0,10,Free,49.0
Indian & Tibetan River of Buddhism,6738,Self-paced on your time,Columbia University,"['Robert A.F. Thurman', 'Columbia University Center for Teaching and Learning']",Intermediate,Humanities,English,['English'],3.0,12,Free,49.99
Compostaje Orgánico en Casa,0,Instructor-led on a course schedule,Universidad Nacional de Córdoba,['Paola Andrea Campitelli'],Introductory,Environmental Studies,Español,['Español'],4.5,5,Free,29.0
Financial Analysis for Decision Making,39156,Self-paced on your time,Babson College,['Mark Potter'],Introductory,Business & Management,English,['English'],5.0,4,Free,199.0
Lifestyle Medicine Treatments of Chronic Disease – Part 1,5668,Self-paced on your time,Doane University,"['Amanda McKinney, MD, FACLM']",Intermediate,Medicine,English,['English'],12.5,2,Free,179.0
